race_date,race_month,race_quarter,race_year,raceTime,circ_name,location,country,driverRef,driver_age,driver_nation,Avg_lap_time,AvgPitDurationMS,positionOrder,tot_laps,cons_name,cons_nation,Avg_stop,Accident
2018-09-30,9,3,2018,11:10:00,Sochi Autodrom,Sochi,Russia,max_verstappen,21,Dutch,99550.89,29370,5,53,Red Bull,Austrian,1,0
2013-09-22,9,3,2013,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,massa,32,Brazilian,118311.6,29249.67,6,61,Ferrari,Italian,2,0
2015-03-29,3,1,2015,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,vettel,27,German,108317.7,24544,1,56,Ferrari,Italian,1.5,0
2019-03-31,3,1,2019,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,raikkonen,39,Finnish,100153.8,25634,7,57,Alfa Romeo,Swiss,1.5,0
2023-07-23,7,3,2023,13:00:00,Hungaroring,Budapest,Hungary,russell,25,British,85063.7,21780.5,6,70,Mercedes,German,1.5,0
2013-11-17,11,4,2013,19:00:00,Circuit of the Americas,Austin,USA,resta,27,British,108107.2,24679,16,56,Force India,Indian,1.5,0
2019-05-26,5,2,2019,13:10:00,Circuit de Monaco,Monte-Carlo,Monaco,grosjean,33,French,80313.73,24219,10,78,Haas F1 Team,American,1,0
2020-09-13,9,3,2020,13:10:00,Autodromo Internazionale del Mugello,Mugello,Italy,perez,30,Mexican,142215.4,560976,5,59,Racing Point,British,3,0
2021-04-18,4,2,2021,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,raikkonen,41,Finnish,117767.8,528594.7,13,63,Alfa Romeo,Swiss,2,0
2016-05-01,5,2,2016,12:00:00,Sochi Autodrom,Sochi,Russia,massa,35,Brazilian,106347.6,29808,5,53,Williams,British,1.5,0
2023-08-27,8,3,2023,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,lawson,21,New Zealander,120424.4,365603.2,13,72,AlphaTauri,Italian,4,0
2016-04-17,4,2,2016,06:00:00,Shanghai International Circuit,Shanghai,China,ricciardo,26,Australian,106903.2,23093,4,56,Red Bull,Austrian,2,0
2014-04-20,4,2,2014,07:00:00,Shanghai International Circuit,Shanghai,China,rosberg,28,German,104133.9,23183,2,54,Mercedes,German,1.5,0
2022-10-23,10,4,2022,19:00:00,Circuit of the Americas,Austin,USA,latifi,27,Canadian,111254.9,24758,17,56,Williams,British,1.5,0
2013-03-24,3,1,2013,08:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,massa,31,Brazilian,106470.2,21642.25,5,56,Ferrari,Italian,2.5,0
2022-09-04,9,3,2022,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,gasly,26,French,80969.2,17508.5,11,72,AlphaTauri,Italian,2.5,0
2018-04-29,4,2,2018,12:10:00,Baku City Circuit,Baku,Azerbaijan,raikkonen,38,Finnish,122093.2,25580.5,2,51,Ferrari,Italian,1.5,0
2023-05-07,5,2,2023,19:30:00,Miami International Autodrome,Miami,USA,bottas,33,Finnish,93506.63,23158,13,57,Alfa Romeo,Swiss,1,0
2024-04-21,4,2,2024,07:00:00,Shanghai International Circuit,Shanghai,China,perez,34,Mexican,108423.5,22199,3,56,Red Bull,Austrian,1.5,0
2022-05-08,5,2,2022,19:30:00,Miami International Autodrome,Miami,USA,russell,24,British,99698.95,19035,5,57,Mercedes,German,1,0
2019-10-13,10,4,2019,05:10:00,Suzuka Circuit,Suzuka,Japan,albon,23,Thai,95505.62,23327.5,4,52,Red Bull,Austrian,1.5,0
2022-04-10,4,2,2022,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,gasly,26,French,92116.7,18926,9,58,AlphaTauri,Italian,1,0
2022-03-20,3,1,2022,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,bottas,32,Finnish,102977.2,25412.33,6,57,Alfa Romeo,Swiss,2,0
2017-09-17,9,3,2017,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,jolyon_palmer,26,British,128117.3,28431.4,6,58,Renault,French,3,0
2013-05-26,5,2,2013,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,resta,27,British,106405.9,25643,9,78,Force India,Indian,1,0
2021-10-24,10,4,2021,19:00:00,Circuit of the Americas,Austin,USA,norris,21,British,102874.1,24966.5,8,56,McLaren,British,1.5,0
2016-04-17,4,2,2016,06:00:00,Shanghai International Circuit,Shanghai,China,bottas,26,Finnish,107501.5,22686.33,10,56,Williams,British,2,0
2023-07-23,7,3,2023,13:00:00,Hungaroring,Budapest,Hungary,norris,23,British,84605.21,21485.5,2,70,McLaren,British,1.5,0
2020-07-12,7,3,2020,13:10:00,Red Bull Ring,Spielberg,Austria,albon,24,Thai,70634.97,21505,4,71,Red Bull,Austrian,1,0
2016-10-30,10,4,2016,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,rosberg,31,German,85066.98,21997,2,71,Mercedes,German,1,0
2014-07-20,7,3,2014,12:00:00,Hockenheimring,Hockenheim,Germany,bottas,24,Finnish,84234.38,20160.5,2,67,Williams,British,1.5,0
2016-11-27,11,4,2016,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,max_verstappen,19,Dutch,107012.7,21221,4,55,Red Bull,Austrian,1,0
2023-04-02,4,2,2023,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,hamilton,38,British,157906,1218762,2,58,Mercedes,German,2,0
2019-09-22,9,3,2019,12:10:00,Marina Bay Street Circuit,Marina Bay,Singapore,albon,23,Thai,116808.7,28606,6,61,Red Bull,Austrian,1,0
2020-08-09,8,3,2020,13:10:00,Silverstone Circuit,Silverstone,UK,stroll,21,Canadian,92779.45,28104.5,6,52,Racing Point,British,1.5,0
2022-10-02,10,4,2022,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,ricciardo,33,Australian,125313.9,30946,5,59,McLaren,British,1,0
2022-11-13,11,4,2022,18:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,zhou,23,Chinese,83709.42,24721.5,12,71,Alfa Romeo,Swiss,1.5,0
2020-09-06,9,3,2020,13:10:00,Autodromo Nazionale di Monza,Monza,Italy,ocon,23,French,121599,774256.5,8,53,Renault,French,1.5,0
2018-05-13,5,2,2018,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,max_verstappen,20,Dutch,87224.92,21740,3,66,Red Bull,Austrian,1,0
2022-04-10,4,2,2022,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,stroll,23,Canadian,92243.9,19068,12,58,Aston Martin,British,2,0
2018-09-02,9,3,2018,13:10:00,Autodromo Nazionale di Monza,Monza,Italy,vettel,31,German,87370.47,28260,4,53,Ferrari,Italian,1.5,0
2018-04-08,4,2,2018,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,vettel,30,German,96876.14,24524,1,57,Ferrari,Italian,1,0
2024-03-09,3,1,2024,17:00:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,kevin_magnussen,31,Danish,98580.2,21460,12,50,Haas F1 Team,American,1,0
2014-07-20,7,3,2014,12:00:00,Hockenheimring,Hockenheim,Germany,hulkenberg,26,German,84881.97,19539,7,67,Force India,Indian,1.5,0
2018-09-16,9,3,2018,12:10:00,Marina Bay Street Circuit,Marina Bay,Singapore,raikkonen,38,Finnish,110239.5,29513,5,61,Ferrari,Italian,1,0
2017-11-26,11,4,2017,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,raikkonen,38,Finnish,103626.3,21609,4,55,Ferrari,Italian,1,0
2016-09-18,9,3,2016,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,kvyat,22,Russian,115746,28030,9,61,Toro Rosso,Italian,2,0
2019-07-28,7,3,2019,13:10:00,Hockenheimring,Hockenheim,Germany,stroll,20,Canadian,98128.77,21308.4,4,64,Racing Point,British,3,0
2014-11-02,11,4,2014,20:00:00,Circuit of the Americas,Austin,USA,kevin_magnussen,22,Danish,109026.2,25689,8,56,McLaren,British,1.5,0
2013-07-28,7,3,2013,12:00:00,Hungaroring,Budapest,Hungary,button,33,British,88618.05,22301.5,7,70,McLaren,British,1.5,0
2019-07-28,7,3,2019,13:10:00,Hockenheimring,Hockenheim,Germany,hamilton,34,British,98295.97,29811,9,64,Mercedes,German,3.5,0
2014-11-23,11,4,2014,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,ricciardo,25,Australian,108724.7,21664.5,4,55,Red Bull,Austrian,1.5,0
2022-10-30,10,4,2022,20:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,perez,32,Mexican,83589.1,24892,3,71,Red Bull,Austrian,1,0
2021-08-29,8,3,2021,13:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,giovinazzi,27,Italian,231234,0,13,1,Alfa Romeo,Swiss,,0
2021-08-01,8,3,2021,13:00:00,Hungaroring,Budapest,Hungary,hamilton,36,British,106941.9,378428.5,2,70,Mercedes,German,2.5,0
2017-05-28,5,2,2017,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,ricciardo,27,Australian,80616.48,24183,3,78,Red Bull,Austrian,1,0
2020-10-11,10,4,2020,13:10:00,Nürburgring,Nürburg,Germany,giovinazzi,26,Italian,96494.6,22627,10,60,Alfa Romeo,Swiss,1.5,0
2021-09-26,9,3,2021,12:00:00,Sochi Autodrom,Sochi,Russia,alonso,40,Spanish,104194.8,30429.5,6,53,Alpine F1 Team,French,1.5,0
2016-09-04,9,3,2016,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,perez,26,Mexican,88925.34,24285,8,53,Force India,Indian,1.5,0
2013-10-27,10,4,2013,09:30:00,Buddh International Circuit,Uttar Pradesh,India,vettel,26,German,91203.12,23784,1,60,Red Bull,Austrian,1.5,0
2016-09-04,9,3,2016,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,hamilton,31,British,87984.13,23633,2,53,Mercedes,German,1,0
2024-05-05,5,2,2024,20:00:00,Miami International Autodrome,Miami,USA,gasly,28,French,96400.59,22466,12,57,Alpine F1 Team,French,1,0
2023-07-02,7,3,2023,13:00:00,Red Bull Ring,Spielberg,Austria,leclerc,25,Monegasque,72376.93,20429.33,2,71,Ferrari,Italian,2,0
2023-11-26,11,4,2023,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,ricciardo,34,Australian,91014.7,21716,11,58,AlphaTauri,Italian,1.5,0
2014-09-21,9,3,2014,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,hamilton,29,British,120079.9,29915.33,1,60,Mercedes,German,2,0
2015-11-01,11,4,2015,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,kvyat,21,Russian,86924.09,22538.5,4,71,Red Bull,Austrian,1.5,0
2015-03-29,3,1,2015,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,hamilton,30,British,108470.8,24956,2,56,Mercedes,German,2,0
2024-05-26,5,2,2024,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,hamilton,39,British,110390.5,1199801,7,78,Mercedes,German,26,0
2015-11-29,11,4,2015,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,kvyat,21,Russian,109319,21751,10,55,Red Bull,Austrian,1.5,0
2015-11-15,11,4,2015,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,raikkonen,36,Finnish,77699.05,24300.5,4,71,Ferrari,Italian,1.5,0
2021-07-18,7,3,2021,14:00:00,Silverstone Circuit,Silverstone,UK,bottas,31,Finnish,136815.6,1038679,3,52,Mercedes,German,1.5,0
2018-07-29,7,3,2018,13:10:00,Hungaroring,Budapest,Hungary,hamilton,33,British,83377.53,21480,1,70,Mercedes,German,1,0
2024-06-23,6,2,2024,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,perez,34,Mexican,81208.35,21705.67,8,66,Red Bull,Austrian,2,0
2023-07-30,7,3,2023,13:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,alonso,42,Spanish,113787.1,23441.5,5,44,Aston Martin,British,1.5,0
2013-07-28,7,3,2013,12:00:00,Hungaroring,Budapest,Hungary,alonso,31,Spanish,88297.95,21867,5,70,Ferrari,Italian,2,0
2019-05-26,5,2,2019,13:10:00,Circuit de Monaco,Monte-Carlo,Monaco,ricciardo,29,Australian,80376.04,24269,9,78,Renault,French,1,0
2016-05-15,5,2,2016,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,massa,35,Brazilian,93647.34,21927.67,8,66,Williams,British,2,0
2020-07-05,7,3,2020,13:10:00,Red Bull Ring,Spielberg,Austria,gasly,24,French,77076.35,21188.5,7,71,AlphaTauri,Italian,1.5,0
2017-08-27,8,3,2017,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,hulkenberg,30,German,116157,23523,6,44,Renault,French,1.5,0
2023-06-04,6,2,2023,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,ocon,26,French,81017.91,23111,8,66,Alpine F1 Team,French,1.5,0
2013-10-06,10,4,2013,06:00:00,Korean International Circuit,Yeongam County,Korea,bottas,24,Finnish,113468.2,24076,12,55,Williams,British,1.5,0
2021-08-01,8,3,2021,13:00:00,Hungaroring,Budapest,Hungary,alonso,40,Spanish,107126.4,504541.3,4,70,Alpine F1 Team,French,2,0
2014-10-05,10,4,2014,06:00:00,Suzuka Circuit,Suzuka,Japan,hulkenberg,27,German,154976.6,302480.8,8,44,Force India,Indian,2.5,0
2022-09-04,9,3,2022,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,vettel,35,German,81024.72,18651.25,14,72,Aston Martin,British,2.5,0
2023-10-29,10,4,2023,20:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,max_verstappen,26,Dutch,103532.6,417978.3,1,71,Red Bull,Austrian,2,0
2022-09-04,9,3,2022,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,alonso,41,Spanish,80854.54,18947,6,72,Alpine F1 Team,French,2,0
2018-04-15,4,2,2018,06:10:00,Shanghai International Circuit,Shanghai,China,hulkenberg,30,German,102811.3,23475.5,6,56,Renault,French,1.5,0
2023-03-19,3,1,2023,17:00:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,sainz,28,Spanish,98215.4,20760,6,50,Ferrari,Italian,1,0
2013-10-06,10,4,2013,06:00:00,Korean International Circuit,Yeongam County,Korea,hulkenberg,26,German,113051.2,23883,4,55,Sauber,Swiss,1.5,0
2019-06-23,6,2,2019,13:10:00,Circuit Paul Ricard,Le Castellet,France,hamilton,34,British,95682.98,30186,1,53,Mercedes,German,1,0
2017-06-25,6,2,2017,13:00:00,Baku City Circuit,Baku,Azerbaijan,vandoorne,25,Belgian,147602.6,342788.8,12,51,McLaren,British,2.5,0
2017-09-17,9,3,2017,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,perez,27,Mexican,128084.5,28125.2,5,58,Force India,Indian,3,0
2023-08-27,8,3,2023,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,albon,27,Thai,120271.8,630919,8,72,Williams,British,2.5,0
2016-07-10,7,3,2016,12:00:00,Silverstone Circuit,Silverstone,UK,ricciardo,27,Australian,110039.3,30005.5,4,52,Red Bull,Austrian,1.5,0
2013-11-24,11,4,2013,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,rosberg,28,German,78807.72,23040.5,5,71,Mercedes,German,1.5,0
2016-05-01,5,2,2016,12:00:00,Sochi Autodrom,Sochi,Russia,hamilton,31,British,105415.5,30001,2,53,Mercedes,German,1,0
2019-11-17,11,4,2019,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,gasly,23,French,78883.88,23253,2,71,Toro Rosso,Italian,1.5,0
2020-09-27,9,3,2020,11:10:00,Sochi Autodrom,Sochi,Russia,gasly,24,French,108115.7,29589.5,9,53,AlphaTauri,Italian,1.5,0
2022-10-23,10,4,2022,19:00:00,Circuit of the Americas,Austin,USA,hamilton,37,British,109584.1,24248.5,2,56,Mercedes,German,1.5,0
2016-09-18,9,3,2016,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,perez,26,Mexican,115737.9,30781.5,8,61,Force India,Indian,1.5,0
2015-05-10,5,2,2015,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,rosberg,29,German,92008.41,22161,1,66,Mercedes,German,1.5,0
2020-09-27,9,3,2020,11:10:00,Sochi Autodrom,Sochi,Russia,albon,24,Thai,108174,30161,10,53,Red Bull,Austrian,1.5,0
2014-09-07,9,3,2014,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,vettel,27,German,90758.51,25176,6,53,Red Bull,Austrian,1,0
2016-09-04,9,3,2016,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,raikkonen,36,Finnish,88219.81,24197.5,4,53,Ferrari,Italian,1.5,0
2022-06-12,6,2,2022,11:00:00,Baku City Circuit,Baku,Azerbaijan,alonso,40,Spanish,112441.9,20571,7,51,Alpine F1 Team,French,1,0
2015-08-23,8,3,2015,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,raikkonen,35,Finnish,118048.6,22860.5,7,43,Ferrari,Italian,1.5,0
2020-08-02,8,3,2020,13:10:00,Silverstone Circuit,Silverstone,UK,norris,20,British,101991.5,30289,5,52,McLaren,British,1,0
2022-11-20,11,4,2022,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,leclerc,25,Monegasque,90942.84,22210,2,58,Ferrari,Italian,1,0
2021-06-20,6,2,2021,13:00:00,Circuit Paul Ricard,Le Castellet,France,hamilton,36,British,99031.59,30263,2,53,Mercedes,German,1,0
2021-04-18,4,2,2021,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,sainz,26,Spanish,117168.8,806533.5,5,63,Ferrari,Italian,1.5,0
2013-04-21,4,2,2013,12:00:00,Bahrain International Circuit,Sakhir,Bahrain,perez,23,Mexican,101692.9,21317,6,57,McLaren,British,2,0
2020-10-11,10,4,2020,13:10:00,Nürburgring,Nürburg,Germany,kvyat,26,Russian,96753.82,26676.5,15,60,AlphaTauri,Italian,1.5,0
2021-06-20,6,2,2021,13:00:00,Circuit Paul Ricard,Le Castellet,France,max_verstappen,23,Dutch,98976.79,29963,1,53,Red Bull,Austrian,1.5,0
2023-07-30,7,3,2023,13:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,stroll,24,Canadian,114313.4,25397,9,44,Aston Martin,British,1,0
2019-11-17,11,4,2019,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,kevin_magnussen,27,Danish,78977.61,23685,11,71,Haas F1 Team,American,1.5,0
2013-10-27,10,4,2013,09:30:00,Buddh International Circuit,Uttar Pradesh,India,raikkonen,34,Finnish,92336.25,25565,7,60,Lotus F1,British,1.5,0
2023-05-07,5,2,2023,19:30:00,Miami International Autodrome,Miami,USA,gasly,27,French,93226.51,22417,8,57,Alpine F1 Team,French,1,0
2013-11-03,11,4,2013,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,resta,27,British,108441.5,22270,6,55,Force India,Indian,1,0
2022-09-11,9,3,2022,13:00:00,Autodromo Nazionale di Monza,Monza,Italy,mick_schumacher,23,German,91246.41,24817,12,53,Haas F1 Team,American,1,0
2014-11-02,11,4,2014,20:00:00,Circuit of the Americas,Austin,USA,rosberg,29,German,107305.3,24473,2,56,Mercedes,German,1.5,0
2013-04-14,4,2,2013,07:00:00,Shanghai International Circuit,Shanghai,China,raikkonen,33,Finnish,103519.9,20658.67,2,56,Lotus F1,British,2,0
2014-10-12,10,4,2014,11:00:00,Sochi Autodrom,Sochi,Russia,perez,24,Mexican,105487,29876,10,53,Force India,Indian,1,0
2022-09-04,9,3,2022,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,norris,22,British,80862.21,20561.33,7,72,McLaren,British,2,0
2013-09-22,9,3,2013,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,rosberg,28,German,118103.1,29414,4,61,Mercedes,German,1.5,0
2013-11-03,11,4,2013,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,alonso,32,Spanish,108241.6,21491.5,5,55,Ferrari,Italian,1.5,0
2019-11-17,11,4,2019,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,hulkenberg,32,German,78982.21,23229,15,71,Renault,French,2,0
2013-11-17,11,4,2013,19:00:00,Circuit of the Americas,Austin,USA,rosberg,28,German,107433.7,23806,9,56,Mercedes,German,1,0
2023-07-02,7,3,2023,13:00:00,Red Bull Ring,Spielberg,Austria,alonso,41,Spanish,72731.32,20321.33,5,71,Aston Martin,British,2,0
2023-07-02,7,3,2023,13:00:00,Red Bull Ring,Spielberg,Austria,sainz,28,Spanish,72605.41,23748.67,6,71,Ferrari,Italian,2,0
2014-09-07,9,3,2014,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,rosberg,29,German,89687,24583,2,53,Mercedes,German,1,0
2017-05-28,5,2,2017,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,kevin_magnussen,24,Danish,80843.38,25509.5,10,78,Haas F1 Team,American,1.5,0
2013-09-08,9,3,2013,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,gutierrez,22,Mexican,89702.49,24668,13,53,Sauber,Swiss,1,0
2013-04-21,4,2,2013,12:00:00,Bahrain International Circuit,Sakhir,Bahrain,maldonado,28,Venezuelan,102227.2,22486.33,11,57,Williams,British,2,0
2014-11-23,11,4,2014,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,hamilton,29,British,108047.6,21886,1,55,Mercedes,German,1.5,0
2023-11-26,11,4,2023,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,albon,27,Thai,91307.03,22044.5,14,58,Williams,British,1.5,0
2021-05-09,5,2,2021,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,max_verstappen,23,Dutch,84901.84,22578.5,2,66,Red Bull,Austrian,1.5,0
2013-03-17,3,1,2013,06:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,webber,36,Australian,93965.95,22490.67,6,58,Red Bull,Austrian,2,0
2018-09-02,9,3,2018,13:10:00,Autodromo Nazionale di Monza,Monza,Italy,bottas,29,Finnish,87331.13,23763,3,53,Mercedes,German,1,0
2022-10-23,10,4,2022,19:00:00,Circuit of the Americas,Austin,USA,ricciardo,33,Australian,111110.3,25321,16,56,McLaren,British,1.5,0
2021-03-28,3,1,2021,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,max_verstappen,23,Dutch,98654.32,24307.5,2,56,Red Bull,Austrian,1.5,0
2013-04-21,4,2,2013,12:00:00,Bahrain International Circuit,Sakhir,Bahrain,button,33,British,101879.5,21978.25,10,57,McLaren,British,2.5,0
2019-10-13,10,4,2019,05:10:00,Suzuka Circuit,Suzuka,Japan,bottas,30,Finnish,94360.67,23078.5,1,52,Mercedes,German,1.5,0
2013-06-30,6,2,2013,12:00:00,Silverstone Circuit,Silverstone,UK,raikkonen,33,Finnish,107513.7,24710,5,52,Lotus F1,British,1.5,0
2015-05-24,5,2,2015,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,nasr,22,Brazilian,84385.2,26076,9,78,Sauber,Swiss,1.5,0
2016-11-13,11,4,2016,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,vettel,29,German,153347.5,1174847,5,71,Ferrari,Italian,2,0
2024-03-02,3,1,2024,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,russell,26,British,97395.27,24822,5,57,Mercedes,German,1.5,0
2016-08-28,8,3,2016,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,alonso,35,Spanish,144329.6,510342.5,7,44,McLaren,British,1.5,0
2016-11-13,11,4,2016,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,max_verstappen,19,Dutch,153279.1,712747.6,3,71,Red Bull,Austrian,3,0
2021-08-29,8,3,2021,13:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,ocon,24,French,218650,0,7,1,Alpine F1 Team,French,,0
2014-10-12,10,4,2014,11:00:00,Sochi Autodrom,Sochi,Russia,rosberg,29,German,104234,33820,2,53,Mercedes,German,1,0
2023-04-30,4,2,2023,11:00:00,Baku City Circuit,Baku,Azerbaijan,alonso,41,Spanish,109499.2,23148,4,51,Aston Martin,British,1,0
2014-07-20,7,3,2014,12:00:00,Hockenheimring,Hockenheim,Germany,rosberg,29,German,83924.09,20156,1,67,Mercedes,German,1.5,0
2016-07-10,7,3,2016,12:00:00,Silverstone Circuit,Silverstone,UK,hamilton,31,British,109535.2,29535.5,1,52,Mercedes,German,1.5,0
2022-07-10,7,3,2022,13:00:00,Red Bull Ring,Spielberg,Austria,ocon,25,French,72292.23,21932,5,71,Alpine F1 Team,French,1.5,0
2021-05-02,5,2,2021,14:00:00,Autódromo Internacional do Algarve,Portimão,Portugal,ocon,24,French,86896.52,23516,7,66,Alpine F1 Team,French,2,0
2016-10-23,10,4,2016,19:00:00,Circuit of the Americas,Austin,USA,sainz,22,Spanish,106941.8,24529.5,6,56,Toro Rosso,Italian,1.5,0
2023-07-02,7,3,2023,13:00:00,Red Bull Ring,Spielberg,Austria,albon,27,Thai,73286.96,21994,11,71,Williams,British,2,0
2022-06-19,6,2,2022,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,sainz,27,Spanish,82610.71,24548,2,70,Ferrari,Italian,1.5,0
2015-08-23,8,3,2015,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,kvyat,21,Russian,117815.8,22679.5,4,43,Red Bull,Austrian,1.5,0
2020-11-29,11,4,2020,14:10:00,Bahrain International Circuit,Sakhir,Bahrain,norris,21,British,126295.6,401081,4,57,McLaren,British,2,0
2018-09-16,9,3,2018,12:10:00,Marina Bay Street Circuit,Marina Bay,Singapore,ricciardo,29,Australian,110255.6,28779,6,61,Red Bull,Austrian,1,0
2024-05-26,5,2,2024,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,piastri,23,Australian,110291.1,2357645,2,78,McLaren,British,1,0
2019-06-30,6,2,2019,13:10:00,Red Bull Ring,Spielberg,Austria,bottas,29,Finnish,69588.48,22552,3,71,Mercedes,German,1,0
2015-11-01,11,4,2015,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,rosberg,30,German,86690.68,22347,1,71,Mercedes,German,1.5,0
2023-03-05,3,1,2023,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,albon,26,Thai,100465.1,24810.67,10,57,Williams,British,2,0
2018-04-15,4,2,2018,06:10:00,Shanghai International Circuit,Shanghai,China,alonso,36,Spanish,102982.5,24110,7,56,McLaren,British,1,0
2022-07-03,7,3,2022,14:00:00,Silverstone Circuit,Silverstone,UK,tsunoda,22,Japanese,159831.2,1025356,14,52,AlphaTauri,Italian,2,0
2018-11-11,11,4,2018,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,max_verstappen,21,Dutch,73669.51,23432,2,71,Red Bull,Austrian,1,0
2022-04-24,4,2,2022,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,tsunoda,21,Japanese,88715.81,30372,7,63,AlphaTauri,Italian,1,0
2013-07-07,7,3,2013,12:00:00,Nürburgring,Nürburg,Germany,sutil,30,German,102207.5,20637.67,13,60,Force India,Indian,2,0
2021-07-04,7,3,2021,13:00:00,Red Bull Ring,Spielberg,Austria,leclerc,23,Monegasque,71770.96,21143,8,71,Ferrari,Italian,1,0
2022-05-29,5,2,2022,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,norris,22,British,109414,314317,6,64,McLaren,British,2.5,0
2015-04-19,4,2,2015,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,raikkonen,35,Finnish,100161.2,24660,2,57,Ferrari,Italian,1.5,0
2015-05-24,5,2,2015,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,ericsson,24,Swedish,84481.78,25416.67,13,78,Sauber,Swiss,2,0
